Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,source
,Afghanistan,2020-02-24 23:33:02,1.0,0.0,0.0,33.0,65.0,02-29-2020.csv
,Algeria,2020-02-25 23:43:03,1.0,0.0,0.0,28.0339,1.6596,02-29-2020.csv
,Belarus,2020-02-28 16:23:03,1.0,0.0,0.0,53.7098,27.9534,02-29-2020.csv
,Belgium,2020-02-17 04:23:06,1.0,0.0,1.0,50.8333,4.0,02-29-2020.csv
,Cambodia,2020-02-12 07:43:02,1.0,0.0,1.0,11.55,104.9167,02-29-2020.csv
" Montreal, QC",Canada,2020-02-28 05:23:07,1.0,0.0,0.0,45.5017,-73.5673,02-29-2020.csv
"London, ON",Canada,2020-02-12 18:53:03,1.0,0.0,1.0,42.9849,-81.2453,02-29-2020.csv
,Egypt,2020-02-28 04:13:09,1.0,0.0,1.0,26.0,30.0,02-29-2020.csv
,Estonia,2020-02-27 16:23:03,1.0,0.0,0.0,58.5953,25.0136,02-29-2020.csv
,Georgia,2020-02-27 16:23:03,1.0,0.0,0.0,42.3154,43.3569,02-29-2020.csv
,Iceland,2020-02-29 00:33:01,1.0,0.0,0.0,64.9631,-19.0208,02-29-2020.csv
,Ireland,2020-02-29 22:33:03,1.0,0.0,0.0,53.1424,-7.6921,02-29-2020.csv
,Lithuania,2020-02-28 16:23:03,1.0,0.0,0.0,55.1694,23.8813,02-29-2020.csv
,Luxembourg,2020-02-29 21:03:05,1.0,0.0,0.0,49.8144,6.1317,02-29-2020.csv
Tibet,Mainland China,2020-02-12 06:43:02,1.0,0.0,1.0,31.6927,88.0924,02-29-2020.csv
,Monaco,2020-02-29 00:33:01,1.0,0.0,0.0,43.7333,7.4167,02-29-2020.csv
,Nepal,2020-02-12 14:43:03,1.0,0.0,1.0,28.3949,84.124,02-29-2020.csv
,New Zealand,2020-02-28 16:23:03,1.0,0.0,0.0,-40.9006,174.886,02-29-2020.csv
,Nigeria,2020-02-28 16:23:03,1.0,0.0,0.0,9.082,8.6753,02-29-2020.csv
,North Macedonia,2020-02-27 16:23:03,1.0,0.0,0.0,41.6086,21.7453,02-29-2020.csv
,Qatar,2020-02-29 14:33:03,1.0,0.0,0.0,25.3548,51.1839,02-29-2020.csv
,San Marino,2020-02-27 21:13:10,1.0,0.0,0.0,43.9424,12.4578,02-29-2020.csv
,Sri Lanka,2020-02-08 03:43:03,1.0,0.0,1.0,7.8731,80.7718,02-29-2020.csv
"Boston, MA",US,2020-02-28 21:13:12,1.0,0.0,1.0,42.3601,-71.0589,02-29-2020.csv
"Humboldt County, CA",US,2020-02-21 05:13:09,1.0,0.0,0.0,40.745,-123.8695,02-29-2020.csv
"Los Angeles, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,34.0522,-118.2437,02-29-2020.csv
"Madison, WI",US,2020-02-05 21:53:02,1.0,0.0,0.0,43.0731,-89.4012,02-29-2020.csv
"Orange, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,33.7879,-117.8531,02-29-2020.csv
"Portland, OR",US,2020-02-29 02:23:11,1.0,0.0,0.0,45.5051,-122.675,02-29-2020.csv
"San Antonio, TX",US,2020-02-13 18:53:02,1.0,0.0,0.0,29.4241,-98.4936,02-29-2020.csv
"Snohomish County, WA",US,2020-02-29 15:03:04,1.0,0.0,0.0,48.033,-121.8339,02-29-2020.csv
"Tempe, AZ",US,2020-02-25 21:23:03,1.0,0.0,1.0,33.4255,-111.94,02-29-2020.csv
From Diamond Princess,Australia,2020-02-29 02:03:10,0.0,0.0,0.0,35.4437,139.638,02-29-2020.csv
"Lackland, TX (From Diamond Princess)",US,2020-02-24 23:33:02,0.0,0.0,0.0,29.3829,-98.6134,02-29-2020.csv
"Omaha, NE (From Diamond Princess)",US,2020-02-24 23:33:02,0.0,0.0,0.0,41.2545,-95.9758,02-29-2020.csv
"Travis, CA (From Diamond Princess)",US,2020-02-24 23:33:02,0.0,0.0,0.0,38.2721,-121.9399,02-29-2020.csv
Hubei,Mainland China,2020-01-25 17:00:00,761.0,40.0,32.0,30.9756,112.2707,01-25-2020.csv
Guangdong,Mainland China,2020-01-25 17:00:00,78.0,,2.0,23.3417,113.4244,01-25-2020.csv
Zhejiang,Mainland China,2020-01-25 17:00:00,62.0,,1.0,29.1832,120.0934,01-25-2020.csv
Chongqing,Mainland China,2020-01-25 17:00:00,57.0,,,30.0572,107.874,01-25-2020.csv
Hunan,Mainland China,2020-01-25 17:00:00,43.0,,,27.6104,111.7088,01-25-2020.csv
Beijing,Mainland China,2020-01-25 17:00:00,41.0,,2.0,40.1824,116.4142,01-25-2020.csv
Anhui,Mainland China,2020-01-25 17:00:00,39.0,,,31.8257,117.2264,01-25-2020.csv
Shanghai,Mainland China,2020-01-25 17:00:00,33.0,,1.0,31.202,121.4491,01-25-2020.csv
Henan,Mainland China,2020-01-25 17:00:00,32.0,,,33.882,113.614,01-25-2020.csv
Sichuan,Mainland China,2020-01-25 17:00:00,28.0,,,30.6171,102.7103,01-25-2020.csv
Shandong,Mainland China,2020-01-25 17:00:00,27.0,,,36.3427,118.1498,01-25-2020.csv
Guangxi,Mainland China,2020-01-25 17:00:00,23.0,,,23.8298,108.7881,01-25-2020.csv
Hainan,Mainland China,2020-01-25 17:00:00,19.0,,,19.1959,109.7453,01-25-2020.csv
Jiangxi,Mainland China,2020-01-25 17:00:00,18.0,,,27.614,115.7221,01-25-2020.csv
Fujian,Mainland China,2020-01-25 17:00:00,18.0,,,26.0789,117.9874,01-25-2020.csv
Jiangsu,Mainland China,2020-01-25 17:00:00,18.0,,1.0,32.9711,119.455,01-25-2020.csv
Liaoning,Mainland China,2020-01-25 17:00:00,17.0,,,41.2956,122.6085,01-25-2020.csv
Shaanxi,Mainland China,2020-01-25 17:00:00,15.0,,,35.1917,108.8701,01-25-2020.csv
Yunnan,Mainland China,2020-01-25 17:00:00,11.0,,,24.974,101.487,01-25-2020.csv
Tianjin,Mainland China,2020-01-25 17:00:00,10.0,,,39.3054,117.323,01-25-2020.csv
Heilongjiang,Mainland China,2020-01-25 17:00:00,9.0,1.0,,47.862,127.7615,01-25-2020.csv
Hebei,Mainland China,2020-01-25 17:00:00,8.0,1.0,,38.0428,114.5149,01-25-2020.csv
Inner Mongolia,Mainland China,2020-01-25 17:00:00,7.0,,,44.0935,113.9448,01-25-2020.csv
Shanxi,Mainland China,2020-01-25 17:00:00,6.0,,,37.5777,112.2922,01-25-2020.csv
Hong Kong,Hong Kong,2020-01-25 17:00:00,5.0,,,22.3,114.2,01-25-2020.csv
Guizhou,Mainland China,2020-01-25 17:00:00,4.0,,,26.8154,106.8748,01-25-2020.csv
Jilin,Mainland China,2020-01-25 17:00:00,4.0,,,43.6661,126.1923,01-25-2020.csv
Gansu,Mainland China,2020-01-25 17:00:00,4.0,,,36.0611,103.8343,01-25-2020.csv
Ningxia,Mainland China,2020-01-25 17:00:00,3.0,,,37.2692,106.1655,01-25-2020.csv
Taiwan,Taiwan,2020-01-25 17:00:00,3.0,,,23.7,121.0,01-25-2020.csv
Xinjiang,Mainland China,2020-01-25 17:00:00,3.0,,,41.1129,85.2401,01-25-2020.csv
Macau,Macau,2020-01-25 17:00:00,2.0,,,22.1667,113.55,01-25-2020.csv
Qinghai,Mainland China,2020-01-25 17:00:00,1.0,,,35.7452,95.9956,01-25-2020.csv
Washington,US,2020-01-25 17:00:00,1.0,,,47.4009,-121.4905,01-25-2020.csv
Illinois,US,2020-01-25 17:00:00,1.0,,,40.3495,-88.9861,01-25-2020.csv
,Japan,2020-01-25 17:00:00,2.0,,,36.0,138.0,01-25-2020.csv
,Thailand,2020-01-25 17:00:00,7.0,,,15.87,100.9925,01-25-2020.csv
,South Korea,2020-01-25 17:00:00,2.0,,,36.0,128.0,01-25-2020.csv
,Singapore,2020-01-25 17:00:00,3.0,,,1.2833,103.8333,01-25-2020.csv
,Vietnam,2020-01-25 17:00:00,2.0,,,16.0,108.0,01-25-2020.csv
,France,2020-01-25 17:00:00,3.0,,,47.0,2.0,01-25-2020.csv
,Australia,2020-01-25 17:00:00,4.0,,,,,01-25-2020.csv
,Nepal,2020-01-25 17:00:00,1.0,,,28.3949,84.124,01-25-2020.csv
,Malaysia,2020-01-25 17:00:00,3.0,,,2.5,112.5,01-25-2020.csv
Hubei,Mainland China,2020-01-24 17:00:00,549.0,24.0,31.0,30.9756,112.2707,01-24-2020.csv
Guangdong,Mainland China,2020-01-24 17:00:00,53.0,,2.0,23.3417,113.4244,01-24-2020.csv
Zhejiang,Mainland China,2020-01-24 17:00:00,43.0,,1.0,29.1832,120.0934,01-24-2020.csv
Beijing,Mainland China,2020-01-24 17:00:00,36.0,,1.0,40.1824,116.4142,01-24-2020.csv
Chongqing,Mainland China,2020-01-24 17:00:00,27.0,,,30.0572,107.874,01-24-2020.csv
Hunan,Mainland China,2020-01-24 17:00:00,24.0,,,27.6104,111.7088,01-24-2020.csv
Guangxi,Mainland China,2020-01-24 17:00:00,23.0,,,23.8298,108.7881,01-24-2020.csv
Shanghai,Mainland China,2020-01-24 17:00:00,20.0,,1.0,31.202,121.4491,01-24-2020.csv
Jiangxi,Mainland China,2020-01-24 17:00:00,18.0,,,27.614,115.7221,01-24-2020.csv
Sichuan,Mainland China,2020-01-24 17:00:00,15.0,,,30.6171,102.7103,01-24-2020.csv
Shandong,Mainland China,2020-01-24 17:00:00,15.0,,,36.3427,118.1498,01-24-2020.csv
Anhui,Mainland China,2020-01-24 17:00:00,15.0,,,31.8257,117.2264,01-24-2020.csv
Fujian,Mainland China,2020-01-24 17:00:00,10.0,,,26.0789,117.9874,01-24-2020.csv
Henan,Mainland China,2020-01-24 17:00:00,9.0,,,33.882,113.614,01-24-2020.csv
Jiangsu,Mainland China,2020-01-24 17:00:00,9.0,,,32.9711,119.455,01-24-2020.csv
Hainan,Mainland China,2020-01-24 17:00:00,8.0,,,19.1959,109.7453,01-24-2020.csv
Tianjin,Mainland China,2020-01-24 17:00:00,8.0,,,39.3054,117.323,01-24-2020.csv
Yunnan,Mainland China,2020-01-24 17:00:00,5.0,,,24.974,101.487,01-24-2020.csv
Shaanxi,Mainland China,2020-01-24 17:00:00,5.0,,,35.1917,108.8701,01-24-2020.csv
Heilongjiang,Mainland China,2020-01-24 17:00:00,4.0,1.0,,47.862,127.7615,01-24-2020.csv
Liaoning,Mainland China,2020-01-24 17:00:00,4.0,,,41.2956,122.6085,01-24-2020.csv
Guizhou,Mainland China,2020-01-24 17:00:00,3.0,,,26.8154,106.8748,01-24-2020.csv
Jilin,Mainland China,2020-01-24 17:00:00,3.0,,,43.6661,126.1923,01-24-2020.csv
Taiwan,Taiwan,2020-01-24 17:00:00,3.0,,,23.7,121.0,01-24-2020.csv
Ningxia,Mainland China,2020-01-24 17:00:00,2.0,,,37.2692,106.1655,01-24-2020.csv
Hong Kong,Hong Kong,2020-01-24 17:00:00,2.0,,,22.3,114.2,01-24-2020.csv
Macau,Macau,2020-01-24 17:00:00,2.0,,,22.1667,113.55,01-24-2020.csv
Hebei,Mainland China,2020-01-24 17:00:00,2.0,1.0,,38.0428,114.5149,01-24-2020.csv
Gansu,Mainland China,2020-01-24 17:00:00,2.0,,,36.0611,103.8343,01-24-2020.csv
Xinjiang,Mainland China,2020-01-24 17:00:00,2.0,,,41.1129,85.2401,01-24-2020.csv
Shanxi,Mainland China,2020-01-24 17:00:00,1.0,,,37.5777,112.2922,01-24-2020.csv
Inner Mongolia,Mainland China,2020-01-24 17:00:00,1.0,,,44.0935,113.9448,01-24-2020.csv
Qinghai,Mainland China,2020-01-24 17:00:00,,,,35.7452,95.9956,01-24-2020.csv
Washington,US,2020-01-24 17:00:00,1.0,,,47.4009,-121.4905,01-24-2020.csv
Chicago,US,2020-01-24 17:00:00,1.0,,,,,01-24-2020.csv
,Japan,2020-01-24 17:00:00,2.0,,,36.0,138.0,01-24-2020.csv
,Thailand,2020-01-24 17:00:00,5.0,,,15.87,100.9925,01-24-2020.csv
,South Korea,2020-01-24 17:00:00,2.0,,,36.0,128.0,01-24-2020.csv
,Singapore,2020-01-24 17:00:00,3.0,,,1.2833,103.8333,01-24-2020.csv
,Vietnam,2020-01-24 17:00:00,2.0,,,16.0,108.0,01-24-2020.csv
,France,2020-01-24 17:00:00,2.0,,,47.0,2.0,01-24-2020.csv
Hubei,Mainland China,2020-02-16 23:53:01,58182.0,1696.0,6639.0,30.9756,112.2707,02-16-2020.csv
Guangdong,Mainland China,2020-02-16 12:03:06,1316.0,2.0,465.0,23.3417,113.4244,02-16-2020.csv
Henan,Mainland China,2020-02-16 13:53:03,1231.0,13.0,440.0,33.882,113.614,02-16-2020.csv
Zhejiang,Mainland China,2020-02-16 09:33:02,1167.0,0.0,456.0,29.1832,120.0934,02-16-2020.csv
Hunan,Mainland China,2020-02-16 13:13:04,1004.0,3.0,464.0,27.6104,111.7088,02-16-2020.csv
Anhui,Mainland China,2020-02-16 08:33:02,962.0,6.0,255.0,31.8257,117.2264,02-16-2020.csv
Jiangxi,Mainland China,2020-02-16 10:03:06,925.0,1.0,240.0,27.614,115.7221,02-16-2020.csv
Jiangsu,Mainland China,2020-02-16 09:33:02,617.0,0.0,218.0,32.9711,119.455,02-16-2020.csv
Chongqing,Mainland China,2020-02-16 23:53:01,551.0,5.0,207.0,30.0572,107.874,02-16-2020.csv
Shandong,Mainland China,2020-02-16 12:03:06,537.0,2.0,173.0,36.3427,118.1498,02-16-2020.csv
Sichuan,Mainland China,2020-02-16 10:03:06,481.0,3.0,131.0,30.6171,102.7103,02-16-2020.csv
Heilongjiang,Mainland China,2020-02-16 13:53:03,445.0,11.0,79.0,47.862,127.7615,02-16-2020.csv
Beijing,Mainland China,2020-02-16 10:03:06,380.0,4.0,108.0,40.1824,116.4142,02-16-2020.csv
Diamond Princess cruise ship,Others,2020-02-16 03:43:02,355.0,0.0,0.0,35.4437,139.638,02-16-2020.csv
Shanghai,Mainland China,2020-02-16 02:53:02,328.0,1.0,140.0,31.202,121.4491,02-16-2020.csv
Hebei,Mainland China,2020-02-16 12:03:06,300.0,3.0,105.0,38.0428,114.5149,02-16-2020.csv
Fujian,Mainland China,2020-02-16 12:03:06,287.0,0.0,82.0,26.0789,117.9874,02-16-2020.csv
Guangxi,Mainland China,2020-02-16 12:03:06,237.0,2.0,49.0,23.8298,108.7881,02-16-2020.csv
Shaanxi,Mainland China,2020-02-16 13:53:03,236.0,0.0,71.0,35.1917,108.8701,02-16-2020.csv
Yunnan,Mainland China,2020-02-16 09:53:01,171.0,0.0,42.0,24.974,101.487,02-16-2020.csv
Hainan,Mainland China,2020-02-16 12:03:06,162.0,4.0,52.0,19.1959,109.7453,02-16-2020.csv
Guizhou,Mainland China,2020-02-16 09:13:09,144.0,1.0,46.0,26.8154,106.8748,02-16-2020.csv
Shanxi,Mainland China,2020-02-16 23:53:01,129.0,0.0,50.0,37.5777,112.2922,02-16-2020.csv
Tianjin,Mainland China,2020-02-16 12:23:02,124.0,3.0,45.0,39.3054,117.323,02-16-2020.csv
Liaoning,Mainland China,2020-02-16 12:03:06,121.0,1.0,40.0,41.2956,122.6085,02-16-2020.csv
Gansu,Mainland China,2020-02-16 13:53:03,90.0,2.0,54.0,36.0611,103.8343,02-16-2020.csv
Jilin,Mainland China,2020-02-16 10:03:06,89.0,1.0,30.0,43.6661,126.1923,02-16-2020.csv
,Singapore,2020-02-16 16:23:06,75.0,0.0,18.0,1.2833,103.8333,02-16-2020.csv
Xinjiang,Mainland China,2020-02-16 08:33:02,71.0,1.0,12.0,41.1129,85.2401,02-16-2020.csv
Inner Mongolia,Mainland China,2020-02-16 08:33:02,70.0,0.0,8.0,44.0935,113.9448,02-16-2020.csv
Ningxia,Mainland China,2020-02-15 08:43:03,70.0,0.0,33.0,37.2692,106.1655,02-16-2020.csv
,Japan,2020-02-16 17:43:03,59.0,1.0,12.0,36.0,138.0,02-16-2020.csv
Hong Kong,Hong Kong,2020-02-16 09:53:01,57.0,1.0,2.0,22.3,114.2,02-16-2020.csv
,Thailand,2020-02-16 18:03:02,34.0,0.0,14.0,15.87,100.9925,02-16-2020.csv
,South Korea,2020-02-16 01:33:02,29.0,0.0,9.0,36.0,128.0,02-16-2020.csv
,Malaysia,2020-02-15 23:43:02,22.0,0.0,7.0,2.5,112.5,02-16-2020.csv
Taiwan,Taiwan,2020-02-16 11:23:06,20.0,1.0,2.0,23.7,121.0,02-16-2020.csv
Qinghai,Mainland China,2020-02-15 08:43:03,18.0,0.0,13.0,35.7452,95.9956,02-16-2020.csv
,Germany,2020-02-13 15:13:11,16.0,0.0,1.0,51.0,9.0,02-16-2020.csv
,Vietnam,2020-02-13 06:33:02,16.0,0.0,7.0,16.0,108.0,02-16-2020.csv
,France,2020-02-15 20:53:02,12.0,1.0,4.0,47.0,2.0,02-16-2020.csv
Macau,Macau,2020-02-16 12:03:06,10.0,0.0,5.0,22.1667,113.55,02-16-2020.csv
,UK,2020-02-16 16:23:06,9.0,0.0,8.0,55.0,-3.0,02-16-2020.csv
,United Arab Emirates,2020-02-16 20:43:02,9.0,0.0,4.0,23.4241,53.8478,02-16-2020.csv
Queensland,Australia,2020-02-09 19:33:02,5.0,0.0,0.0,-28.0167,153.4,02-16-2020.csv
New South Wales,Australia,2020-02-13 17:53:03,4.0,0.0,4.0,-33.8688,151.2093,02-16-2020.csv
Victoria,Australia,2020-02-13 17:53:03,4.0,0.0,4.0,-37.8136,144.9631,02-16-2020.csv
British Columbia,Canada,2020-02-07 05:43:03,4.0,0.0,0.0,53.7267,-127.6476,02-16-2020.csv
,India,2020-02-16 07:43:02,3.0,0.0,3.0,21.0,78.0,02-16-2020.csv
,Italy,2020-02-07 17:53:02,3.0,0.0,0.0,43.0,12.0,02-16-2020.csv
,Philippines,2020-02-12 07:43:02,3.0,1.0,1.0,12.8797,121.774,02-16-2020.csv
South Australia,Australia,2020-02-02 22:33:07,2.0,0.0,0.0,-34.9285,138.6007,02-16-2020.csv
"Toronto, ON",Canada,2020-02-04 00:13:06,2.0,0.0,0.0,43.6532,-79.3832,02-16-2020.csv
,Russia,2020-02-12 14:43:03,2.0,0.0,2.0,60.0,90.0,02-16-2020.csv
,Spain,2020-02-15 17:23:04,2.0,0.0,2.0,40.0,-4.0,02-16-2020.csv
"Chicago, IL",US,2020-02-09 19:03:03,2.0,0.0,2.0,41.8781,-87.6298,02-16-2020.csv
"San Benito, CA",US,2020-02-03 03:53:02,2.0,0.0,0.0,36.5761,-120.9876,02-16-2020.csv
"San Diego County, CA",US,2020-02-13 03:13:08,2.0,0.0,0.0,32.7157,-117.1611,02-16-2020.csv
"Santa Clara, CA",US,2020-02-03 00:43:02,2.0,0.0,0.0,37.3541,-121.9552,02-16-2020.csv
,Belgium,2020-02-04 15:43:02,1.0,0.0,0.0,50.8333,4.0,02-16-2020.csv
,Cambodia,2020-02-12 07:43:02,1.0,0.0,1.0,11.55,104.9167,02-16-2020.csv
"London, ON",Canada,2020-02-12 18:53:03,1.0,0.0,1.0,42.9849,-81.2453,02-16-2020.csv
,Egypt,2020-02-14 23:53:02,1.0,0.0,0.0,26.0,30.0,02-16-2020.csv
,Finland,2020-02-12 00:03:12,1.0,0.0,1.0,64.0,26.0,02-16-2020.csv
Tibet,Mainland China,2020-02-12 06:43:02,1.0,0.0,1.0,31.6927,88.0924,02-16-2020.csv
,Nepal,2020-02-12 14:43:03,1.0,0.0,1.0,28.3949,84.124,02-16-2020.csv
,Sri Lanka,2020-02-08 03:43:03,1.0,0.0,1.0,7.8731,80.7718,02-16-2020.csv
,Sweden,2020-02-01 02:13:26,1.0,0.0,0.0,63.0,16.0,02-16-2020.csv
"Boston, MA",US,2020-02-01 19:43:03,1.0,0.0,0.0,42.3601,-71.0589,02-16-2020.csv
"Los Angeles, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,34.0522,-118.2437,02-16-2020.csv
"Madison, WI",US,2020-02-05 21:53:02,1.0,0.0,0.0,43.0731,-89.4012,02-16-2020.csv
"Orange, CA",US,2020-02-01 19:53:03,1.0,0.0,0.0,33.7879,-117.8531,02-16-2020.csv
"San Antonio, TX",US,2020-02-13 18:53:02,1.0,0.0,0.0,29.4241,-98.4936,02-16-2020.csv
"Seattle, WA",US,2020-02-09 07:03:04,1.0,0.0,1.0,47.6062,-122.3321,02-16-2020.csv
"Tempe, AZ",US,2020-02-01 19:43:03,1.0,0.0,0.0,33.4255,-111.94,02-16-2020.csv
Hubei,Mainland China,2020-02-17 23:13:06,59989.0,1789.0,7862.0,30.9756,112.2707,02-17-2020.csv
Guangdong,Mainland China,2020-02-17 12:43:02,1322.0,4.0,524.0,23.3417,113.4244,02-17-2020.csv
Henan,Mainland China,2020-02-17 14:53:02,1246.0,16.0,509.0,33.882,113.614,02-17-2020.csv
Zhejiang,Mainland China,2020-02-17 11:23:06,1171.0,0.0,507.0,29.1832,120.0934,02-17-2020.csv
Hunan,Mainland China,2020-02-17 11:43:01,1006.0,3.0,498.0,27.6104,111.7088,02-17-2020.csv
Anhui,Mainland China,2020-02-17 09:13:07,973.0,6.0,280.0,31.8257,117.2264,02-17-2020.csv
Jiangxi,Mainland China,2020-02-17 01:33:02,930.0,1.0,275.0,27.614,115.7221,02-17-2020.csv
Jiangsu,Mainland China,2020-02-17 10:23:04,626.0,0.0,258.0,32.9711,119.455,02-17-2020.csv
Chongqing,Mainland China,2020-02-17 23:13:06,553.0,5.0,225.0,30.0572,107.874,02-17-2020.csv
Shandong,Mainland China,2020-02-17 11:03:06,541.0,2.0,191.0,36.3427,118.1498,02-17-2020.csv
Sichuan,Mainland China,2020-02-17 13:13:09,495.0,3.0,156.0,30.6171,102.7103,02-17-2020.csv
Heilongjiang,Mainland China,2020-02-17 08:03:06,457.0,11.0,85.0,47.862,127.7615,02-17-2020.csv
Diamond Princess cruise ship,Others,2020-02-17 14:33:04,454.0,0.0,0.0,35.4437,139.638,02-17-2020.csv
Beijing,Mainland China,2020-02-17 01:23:02,381.0,4.0,114.0,40.1824,116.4142,02-17-2020.csv
Shanghai,Mainland China,2020-02-17 23:53:02,333.0,1.0,161.0,31.202,121.4491,02-17-2020.csv
Hebei,Mainland China,2020-02-17 13:03:06,301.0,3.0,122.0,38.0428,114.5149,02-17-2020.csv
Fujian,Mainland China,2020-02-17 10:23:04,290.0,0.0,90.0,26.0789,117.9874,02-17-2020.csv
Shaanxi,Mainland China,2020-02-17 11:43:01,240.0,0.0,79.0,35.1917,108.8701,02-17-2020.csv
Guangxi,Mainland China,2020-02-17 10:23:04,238.0,2.0,53.0,23.8298,108.7881,02-17-2020.csv
Yunnan,Mainland China,2020-02-17 10:23:04,171.0,0.0,47.0,24.974,101.487,02-17-2020.csv
Hainan,Mainland China,2020-02-17 11:03:06,163.0,4.0,59.0,19.1959,109.7453,02-17-2020.csv
Guizhou,Mainland China,2020-02-17 11:13:16,146.0,1.0,57.0,26.8154,106.8748,02-17-2020.csv
Shanxi,Mainland China,2020-02-17 22:53:01,130.0,0.0,53.0,37.5777,112.2922,02-17-2020.csv
Tianjin,Mainland China,2020-02-17 12:43:02,125.0,3.0,46.0,39.3054,117.323,02-17-2020.csv
Liaoning,Mainland China,2020-02-17 11:13:16,121.0,1.0,43.0,41.2956,122.6085,02-17-2020.csv
Gansu,Mainland China,2020-02-17 14:53:02,91.0,2.0,58.0,36.0611,103.8343,02-17-2020.csv
Jilin,Mainland China,2020-02-17 11:03:06,89.0,1.0,34.0,43.6661,126.1923,02-17-2020.csv
,Singapore,2020-02-17 14:33:04,77.0,0.0,24.0,1.2833,103.8333,02-17-2020.csv
Xinjiang,Mainland China,2020-02-17 01:53:01,75.0,1.0,12.0,41.1129,85.2401,02-17-2020.csv
Inner Mongolia,Mainland China,2020-02-17 02:03:06,72.0,0.0,8.0,44.0935,113.9448,02-17-2020.csv
Ningxia,Mainland China,2020-02-17 11:03:06,70.0,0.0,35.0,37.2692,106.1655,02-17-2020.csv
,Japan,2020-02-17 14:33:04,66.0,1.0,12.0,36.0,138.0,02-17-2020.csv
Hong Kong,Hong Kong,2020-02-17 22:53:01,60.0,1.0,2.0,22.3,114.2,02-17-2020.csv
,Thailand,2020-02-17 07:33:02,35.0,0.0,15.0,15.87,100.9925,02-17-2020.csv
,South Korea,2020-02-17 23:43:01,30.0,0.0,10.0,36.0,128.0,02-17-2020.csv
,Malaysia,2020-02-15 23:43:02,22.0,0.0,7.0,2.5,112.5,02-17-2020.csv
Taiwan,Taiwan,2020-02-17 15:43:02,22.0,1.0,2.0,23.7,121.0,02-17-2020.csv
Qinghai,Mainland China,2020-02-15 08:43:03,18.0,0.0,13.0,35.7452,95.9956,02-17-2020.csv
,Germany,2020-02-13 15:13:11,16.0,0.0,1.0,51.0,9.0,02-17-2020.csv
,Vietnam,2020-02-13 06:33:02,16.0,0.0,7.0,16.0,108.0,02-17-2020.csv
,France,2020-02-15 20:53:02,12.0,1.0,4.0,47.0,2.0,02-17-2020.csv
Macau,Macau,2020-02-16 12:03:06,10.0,0.0,5.0,22.1667,113.55,02-17-2020.csv
,UK,2020-02-16 16:23:06,9.0,0.0,8.0,55.0,-3.0,02-17-2020.csv
,United Arab Emirates,2020-02-16 20:43:02,9.0,0.0,4.0,23.4241,53.8478,02-17-2020.csv
Queensland,Australia,2020-02-09 19:33:02,5.0,0.0,0.0,-28.0167,153.4,02-17-2020.csv
British Columbia,Canada,2020-02-17 08:03:07,5.0,0.0,0.0,53.7267,-127.6476,02-17-2020.csv
New South Wales,Australia,2020-02-13 17:53:03,4.0,0.0,4.0,-33.8688,151.2093,02-17-2020.csv
Victoria,Australia,2020-02-13 17:53:03,4.0,0.0,4.0,-37.8136,144.9631,02-17-2020.csv
,India,2020-02-16 07:43:02,3.0,0.0,3.0,21.0,78.0,02-17-2020.csv
,Italy,2020-02-07 17:53:02,3.0,0.0,0.0,43.0,12.0,02-17-2020.csv
,Philippines,2020-02-12 07:43:02,3.0,1.0,1.0,12.8797,121.774,02-17-2020.csv
South Australia,Australia,2020-02-17 08:13:09,2.0,0.0,2.0,-34.9285,138.6007,02-17-2020.csv
"Toronto, ON",Canada,2020-02-04 00:13:06,2.0,0.0,0.0,43.6532,-79.3832,02-17-2020.csv
,Russia,2020-02-12 14:43:03,2.0,0.0,2.0,60.0,90.0,02-17-2020.csv
,Spain,2020-02-15 17:23:04,2.0,0.0,2.0,40.0,-4.0,02-17-2020.csv
"Chicago, IL",US,2020-02-09 19:03:03,2.0,0.0,2.0,41.8781,-87.6298,02-17-2020.csv
"San Benito, CA",US,2020-02-03 03:53:02,2.0,0.0,0.0,36.5761,-120.9876,02-17-2020.csv
"San Diego County, CA",US,2020-02-13 03:13:08,2.0,0.0,0.0,32.7157,-117.1611,02-17-2020.csv
"Santa Clara, CA",US,2020-02-03 00:43:02,2.0,0.0,0.0,37.3541,-121.9552,02-17-2020.csv
,Belgium,2020-02-17 04:23:06,1.0,0.0,1.0,50.8333,4.0,02-17-2020.csv
,Cambodia,2020-02-12 07:43:02,1.0,0.0,1.0,11.55,104.9167,02-17-2020.csv
"London, ON",Canada,2020-02-12 18:53:03,1.0,0.0,1.0,42.9849,-81.2453,02-17-2020.csv
,Egypt,2020-02-14 23:53:02,1.0,0.0,0.0,26.0,30.0,02-17-2020.csv
,Finland,2020-02-12 00:03:12,1.0,0.0,1.0,64.0,26.0,02-17-2020.csv
Tibet,Mainland China,2020-02-12 06:43:02,1.0,0.0,1.0,31.6927,88.0924,02-17-2020.csv
,Nepal,2020-02-12 14:43:03,1.0,0.0,1.0,28.3949,84.124,02-17-2020.csv
,Sri Lanka,2020-02-08 03:43:03,1.0,0.0,1.0,7.8731,80.7718,02-17-2020.csv
,Sweden,2020-02-01 02:13:26,1.0,0.0,0.0,63.0,16.0,02-17-2020.csv
